district,decade,cyclone_count,avg_max_wind_kph,strongest_category,avg_damage_usd_million,avg_fatalities,population_affected_percent,exposure_index,coastal_flag,Latitude,Longitude,predicted_dist_coast,norm_cyclone_count,norm_wind,norm_damage,norm_fatalities,norm_pop_pct,norm_exposure,norm_coastal_fl,proximity_score,CVI_0_1,CVI,CVI_Class,Place
Jhenaidah,2000s,4,87,Tropical Storm,15.5,2,10.01,0.25,0,23.55,89.15,99.8654075414815,0.36363636363636365,0.08000000000000007,0.05626373626373626,0.05,0.1001,0.25,0,0.6400085465748736,0.19399586964250234,19.4,Low,Jhenaidah
Joypurhat,2000s,1,129,Category 1,14.2,3,8.5,0.25,0,25.1,89.02,210.057332512968,0.09090909090909091,0.3600000000000001,0.05054945054945054,0.07500000000000001,0.085,0.25,0,0.24279241135086438,0.15674802235386767,15.67,Low,Joypurhat
Khagrachhari,2000s,2,140,Category 1,8.2,3,28.06,0.5,0,23.1,91.98,44.09217167729194,0.18181818181818182,0.43333333333333335,0.024175824175824173,0.07500000000000001,0.28059999999999996,0.5,0,0.8410580264223588,0.29431490354133677,29.43,Medium,Khagrachhari
Khulna,2000s,1,197,Category 3,65.6,24,65.69,0.9,1,22.8167,89.55,51.72991900542131,0.09090909090909091,0.8133333333333335,0.2764835164835165,0.6000000000000001,0.6568999999999999,0.9,1,0.8135257324154967,0.5991514643504409,59.92,High,Khulna
Kishoreganj,2000s,2,99,Tropical Storm,33.3,0,37.31,0.25,0,24.44,90.77,83.86147523844551,0.18181818181818182,0.16000000000000003,0.13450549450549448,0.0,0.37310000000000004,0.25,0,0.6976989820531865,0.2160284496538701,21.6,Low,Kishoreganj
Kurigram,2000s,2,93,Tropical Storm,3.1,2,33.42,0.25,0,25.81,89.65,252.48924287170357,0.18181818181818182,0.12,0.0017582417582417582,0.05,0.3342,0.25,0,0.08983529178670502,0.13293999271513404,13.29,Low,Kurigram
Kushtia,2000s,6,90,Tropical Storm,8.2,5,3.62,0.25,0,23.9,89.12,114.10660835052775,0.5454545454545454,0.10000000000000009,0.024175824175824173,0.125,0.0362,0.25,0,0.5886723461429257,0.21918179005884803,21.92,Low,Kushtia
Lakshmipur,2000s,5,206,Category 3,30.8,4,43.66,0.9,1,22.95,90.83,4.291181844699926,0.4545454545454546,0.8733333333333335,0.1235164835164835,0.1,0.4366,0.9,1,0.984531292394282,0.559822419948719,55.98,High,Lakshmipur
Lalmonirhat,2000s,4,123,Category 1,26.7,0,31.06,0.25,0,25.92,89.45,265.3815664489971,0.36363636363636365,0.32000000000000006,0.10549450549450548,0.0,0.3106,0.25,0,0.043361478512683016,0.19126577822089866,19.13,Low,Lalmonirhat
Madaripur,2000s,4,146,Category 1,43.3,0,37.04,0.6,1,23.17,90.19,15.313143071993538,0.36363636363636365,0.4733333333333334,0.17846153846153845,0.0,0.3704,0.6,1,0.9447996982468222,0.4238346551393675,42.38,Medium,Madaripur
Magura,2000s,2,98,Tropical Storm,13.6,1,5.78,0.25,0,23.49,89.42,71.50195544167823,0.18181818181818182,0.15333333333333332,0.04791208791208791,0.025,0.057800000000000004,0.25,0,0.7422521622264786,0.17871475668218834,17.87,Low,Magura
Manikganj,2000s,2,114,Tropical Storm,4.9,0,28.78,0.25,0,23.86,90.0,38.02478568555899,0.18181818181818182,0.26,0.009670329670329672,0.0,0.2878,0.25,0,0.862929534839805,0.22029623020725722,22.03,Low,Manikganj
Meherpur,2000s,1,121,Category 1,5.5,0,22.6,0.25,0,23.77,88.63,148.09670694639158,0.09090909090909091,0.30666666666666675,0.012307692307692308,0.0,0.226,0.25,0,0.4661459849451728,0.1681971159770348,16.82,Low,Meherpur
Moulvibazar,2000s,1,107,Tropical Storm,12.0,6,8.76,0.25,0,24.48,91.77,137.64502113539567,0.09090909090909091,0.21333333333333337,0.04087912087912088,0.15000000000000002,0.0876,0.25,0,0.5038218695028995,0.17091041871852172,17.09,Low,Moulvibazar
Munshiganj,2000s,5,169,Category 2,25.5,2,31.04,0.6,1,23.54,90.53,0.0,0.4545454545454546,0.6266666666666667,0.10021978021978023,0.05,0.3104,0.6,1,1.0,0.4557547852147853,45.58,Medium,Munshiganj
Mymensingh,2000s,2,127,Category 1,4.7,2,18.68,0.25,0,24.7434,90.3984,114.21111300471469,0.18181818181818182,0.3466666666666667,0.008791208791208791,0.05,0.1868,0.25,0,0.5882956312896387,0.20310097172037248,20.31,Low,Mymensingh
Naogaon,2000s,1,108,Tropical Storm,7.7,2,20.77,0.25,0,24.81,88.94,189.27093647553838,0.09090909090909091,0.22000000000000008,0.021978021978021976,0.05,0.2077,0.25,0,0.31772251082376113,0.14747531801544306,14.75,Low,Naogaon
Narail,2000s,0,104,Tropical Storm,14.4,1,15.16,0.25,0,23.18,89.5,70.05451022845219,0.0,0.19333333333333336,0.05142857142857143,0.025,0.1516,0.25,0,0.7474698639200911,0.16787127210629482,16.79,Low,Narail
Narayanganj,2000s,7,185,Category 3,52.3,2,55.85,0.6,1,23.6226,90.501,3.3828178991013105,0.6363636363636364,0.7333333333333334,0.218021978021978,0.05,0.5585,0.6,1,0.9878057321133529,0.5402884153691775,54.03,High,Narayanganj
Narsingdi,2000s,2,118,Tropical Storm,11.0,3,16.38,0.25,0,23.9207,90.7188,26.18641527044252,0.18181818181818182,0.28666666666666674,0.036483516483516484,0.07500000000000001,0.1638,0.25,0,0.9056040932964216,0.2314356640748969,23.14,Low,Narsingdi
Natore,2000s,2,108,Tropical Storm,9.3,0,15.33,0.25,0,24.42,89.0,155.1596382078644,0.18181818181818182,0.22000000000000008,0.029010989010989016,0.0,0.1533,0.25,0,0.4406857685113368,0.16152295247550932,16.15,Low,Natore
Netrokona,2000s,1,118,Tropical Storm,6.2,1,8.96,0.25,0,24.88,90.73,128.35689341795188,0.09090909090909091,0.28666666666666674,0.015384615384615385,0.025,0.08960000000000001,0.25,0,0.5373033990827185,0.1628843958523278,16.29,Low,Netrokona
Nilphamari,2000s,1,102,Tropical Storm,11.4,3,12.32,0.25,0,25.95,88.85,294.2392506393151,0.09090909090909091,0.18000000000000005,0.03824175824175824,0.07500000000000001,0.1232,0.25,0,0.0,0.10744262737262739,10.74,Low,Nilphamari
Noakhali,2000s,6,173,Category 2,15.2,1,38.88,0.9,1,22.82,91.1,3.4856477682025,0.5454545454545454,0.6533333333333333,0.05494505494505494,0.025,0.38880000000000003,0.9,1,0.9874350544688655,0.5144334455068266,51.44,High,Noakhali
Pabna,2000s,0,106,Tropical Storm,11.2,2,18.48,0.25,0,24.0064,89.2493,104.88417821369146,0.0,0.20666666666666667,0.03736263736263736,0.05,0.1848,0.25,0,0.6219170512996373,0.16227610073435933,16.23,Low,Pabna
Panchagarh,2000s,2,90,Tropical Storm,16.7,0,7.71,0.25,0,26.33,88.56,344.84409227917126,0.18181818181818182,0.10000000000000009,0.061538461538461535,0.0,0.0771,0.25,0,0.0,0.0967134965034965,9.67,Low,Panchagarh
Patuakhali,2000s,8,216,Category 4,146.0,8,61.23,0.9,1,22.35,90.3,2.1604315335758786,0.7272727272727273,0.9400000000000002,0.62989010989011,0.2,0.6123,0.9,1,0.9922121492622518,0.7200256405006508,72.0,High,Patuakhali
Pirojpur,2000s,5,184,Category 3,44.2,5,23.51,0.9,1,22.58,89.98,2.5668801960927214,0.4545454545454546,0.7266666666666668,0.18241758241758244,0.125,0.2351,0.9,1,0.9907469968299507,0.5308791552274507,53.09,High,Pirojpur
Rajbari,2000s,4,129,Category 1,42.4,1,27.41,0.6,1,23.72,89.65,53.227720010614995,0.36363636363636365,0.3600000000000001,0.1745054945054945,0.025,0.2741,0.6,1,0.808126509861107,0.38669392970738947,38.67,Medium,Rajbari
Rajshahi,2000s,1,103,Tropical Storm,18.5,2,61.61,0.25,0,24.3745,88.6042,191.61681259532386,0.09090909090909091,0.18666666666666676,0.06945054945054946,0.05,0.6161,0.25,0,0.3092661756952424,0.18959056362347032,18.96,Low,Rajshahi
Rangamati,2000s,8,136,Category 1,14.6,0,41.89,0.5,0,22.65,92.17,23.00520212531517,0.7272727272727273,0.40666666666666673,0.05230769230769231,0.0,0.4189,0.5,0,0.9170716231644975,0.3865342252535127,38.65,Medium,Rangamati
Rangpur,2000s,4,96,Tropical Storm,9.6,0,35.61,0.25,0,25.7449,89.2756,254.71903611590815,0.36363636363636365,0.14,0.03032967032967033,0.0,0.35609999999999997,0.25,0,0.08179740829351134,0.16138464592425622,16.14,Low,Rangpur
Satkhira,2000s,3,171,Category 2,54.6,6,71.78,0.9,1,22.7234,89.0751,49.7815374736277,0.2727272727272727,0.6400000000000001,0.22813186813186814,0.15000000000000002,0.7178,0.9,1,0.8205491924576112,0.5324637903746322,53.25,High,Satkhira
Shariatpur,2000s,2,163,Category 2,21.6,3,22.4,0.6,1,23.22,90.35,5.633963162020451,0.18181818181818182,0.5866666666666667,0.08307692307692308,0.07500000000000001,0.22399999999999998,0.6,1,0.9796908795831338,0.3993533536925791,39.94,Medium,Shariatpur
Sherpur,2000s,4,98,Tropical Storm,38.5,0,40.84,0.25,0,25.0188,90.0175,152.90685141280642,0.36363636363636365,0.15333333333333332,0.15736263736263736,0.0,0.40840000000000004,0.25,0,0.44880653838125384,0.22437050398797556,22.44,Low,Sherpur
Sirajganj,2000s,1,104,Tropical Storm,13.4,4,6.79,0.25,0,24.45,89.71,110.26885916963853,0.09090909090909091,0.19333333333333336,0.047032967032967034,0.1,0.0679,0.25,0,0.6025065349728822,0.16923196218859693,16.92,Low,Sirajganj
Sunamganj,2000s,0,93,Tropical Storm,4.5,1,42.41,0.25,0,25.07,91.4,162.64771424666645,0.0,0.12,0.00791208791208791,0.025,0.4241,0.25,0,0.413693004520998,0.14421611363891298,14.42,Low,Sunamganj
Sylhet,2000s,2,112,Tropical Storm,22.1,0,31.17,0.25,0,24.899,91.872,179.82763831127104,0.18181818181818182,0.2466666666666667,0.0852747252747253,0.0,0.31170000000000003,0.25,0,0.3517633935976021,0.18091027542369628,18.09,Low,Sylhet
Tangail,2000s,1,116,Tropical Storm,4.6,4,12.76,0.25,0,24.25,89.9167,81.09414336217502,0.09090909090909091,0.27333333333333343,0.008351648351648349,0.1,0.1276,0.25,0,0.7076745666802706,0.19191656755713798,19.19,Low,Tangail
Thakurgaon,2000s,0,124,Category 1,24.9,1,12.08,0.25,0,26.02,88.46,323.338542995847,0.0,0.32666666666666677,0.09758241758241756,0.025,0.1208,0.25,0,0.0,0.11696736263736265,11.7,Low,Thakurgaon
Bagerhat,2010s,2,174,Category 2,75.4,3,7.75,0.9,1,22.65,89.7667,18.216448569713435,0.18181818181818182,0.6600000000000001,0.3195604395604396,0.07500000000000001,0.0775,0.9,1,0.9343339604944657,0.4716401892562398,47.16,Medium,Bagerhat
Bandarban,2010s,2,148,Category 1,11.9,2,15.42,0.5,0,22.194,92.218,23.505749307476048,0.18181818181818182,0.4866666666666667,0.04043956043956044,0.05,0.1542,0.5,0,0.9152672675617919,0.2957853880948405,29.58,Medium,Bandarban
Barguna,2010s,5,174,Category 2,21.6,3,19.14,0.9,1,22.15,90.13,0.9261178150548535,0.4545454545454546,0.6600000000000001,0.08307692307692308,0.07500000000000001,0.19140000000000001,0.9,1,0.9966615617310126,0.49469951281645796,49.47,Medium,Barguna
Barishal,2010s,7,175,Category 2,19.1,2,36.56,0.9,1,22.7,90.37,0.899381680381425,0.6363636363636364,0.6666666666666667,0.0720879120879121,0.05,0.36560000000000004,0.9,1,0.9967579392476824,0.5350035261925005,53.5,High,Barishal
Bhola,2010s,3,188,Category 3,53.2,3,38.49,0.9,1,22.69,90.65,0.0,0.2727272727272727,0.7533333333333334,0.221978021978022,0.07500000000000001,0.3849,0.9,1,1.0,0.5219457942057942,52.19,High,Bhola
Bogura,2010s,2,121,Category 1,17.1,4,36.95,0.25,0,24.85,89.37,169.40081656809386,0.18181818181818182,0.30666666666666675,0.06329670329670331,0.1,0.36950000000000005,0.25,0,0.38934964900212676,0.21115219766744545,21.12,Low,Bogura
Brahmanbaria,2010s,4,144,Category 1,10.7,2,64.5,0.55,0,23.96,91.11,53.92480009450332,0.36363636363636365,0.4600000000000001,0.03516483516483516,0.05,0.645,0.55,0,0.8056136990817746,0.3638815497283573,36.39,Medium,Brahmanbaria
Chandpur,2010s,4,185,Category 3,18.7,10,45.62,0.9,1,23.23,90.65,0.6753323067304762,0.36363636363636365,0.7333333333333334,0.07032967032967033,0.25,0.4562,0.9,1,0.9975655848743834,0.5429714635823435,54.3,High,Chandpur
Chapainawabganj,2010s,0,120,Category 1,10.4,3,27.36,0.25,0,24.6,88.27,224.03568032443172,0.0,0.30000000000000004,0.033846153846153845,0.07500000000000001,0.2736,0.25,0,0.19240373454062298,0.14542729653098538,14.54,Low,Chapainawabganj
Chattogram,2010s,2,199,Category 3,88.5,3,52.38,0.9,1,22.35,91.83,0.5135106554453361,0.18181818181818182,0.8266666666666667,0.37714285714285717,0.07500000000000001,0.5238,0.9,1,0.9981489141059554,0.5562890472547515,55.63,High,Chattogram
Chuadanga,2010s,2,111,Tropical Storm,8.1,2,43.29,0.25,0,23.63,88.83,133.27223260718276,0.18181818181818182,0.2400000000000001,0.02373626373626373,0.05,0.4329,0.25,0,0.5195847501293889,0.20708164184610572,20.71,Low,Chuadanga
Cox's Bazar,2010s,4,187,Category 3,19.5,0,71.79,0.9,1,21.4272,92.0058,0.8136577211409901,0.36363636363636365,0.7466666666666668,0.07384615384615384,0.0,0.7179000000000001,0.9,1,0.9970669540851526,0.5341190730308929,53.41,High,Cox's Bazar
Cumilla,2010s,5,149,Category 1,13.3,1,35.84,0.55,0,23.46,91.18,35.211924425253166,0.4545454545454546,0.4933333333333334,0.0465934065934066,0.025,0.35840000000000005,0.55,0,0.8730692422551091,0.3585677533963401,35.86,Medium,Cumilla
Dhaka,2010s,1,105,Tropical Storm,11.5,0,27.94,0.25,0,23.8103,90.4125,22.812268436942265,0.09090909090909091,0.20000000000000007,0.03868131868131868,0.0,0.27940000000000004,0.25,0,0.9177671040181973,0.20665527184038118,20.67,Low,Dhaka
Dinajpur,2010s,0,108,Tropical Storm,18.2,0,19.92,0.25,0,25.625,88.65,277.4104956973714,0.0,0.22000000000000008,0.06813186813186814,0.0,0.19920000000000002,0.25,0,0.0,0.10063978021978023,10.06,Low,Dinajpur
Faridpur,2010s,1,101,Tropical Storm,16.8,5,5.3,0.25,0,23.607,89.8429,33.59870525010296,0.09090909090909091,0.17333333333333334,0.061978021978021984,0.125,0.053,0.25,0,0.8788845203364044,0.19837151896670735,19.84,Low,Faridpur
Feni,2010s,3,187,Category 3,33.0,0,51.81,0.9,1,23.02,91.4,4.339493225332895,0.2727272727272727,0.7466666666666668,0.1331868131868132,0.0,0.5181,0.9,1,0.9843571411585419,0.5081328270029671,50.81,High,Feni
Gaibandha,2010s,1,104,Tropical Storm,18.1,3,26.27,0.25,0,25.33,89.55,205.18064883903156,0.09090909090909091,0.19333333333333336,0.06769230769230769,0.07500000000000001,0.2627,0.25,0,0.26037171620620936,0.15384738141083074,15.38,Low,Gaibandha
Gazipur,2010s,0,146,Category 1,20.4,2,48.12,0.6,1,24.0,90.4167,31.69305148840342,0.0,0.4733333333333334,0.0778021978021978,0.05,0.48119999999999996,0.6,1,0.8857539567537577,0.36686572534570544,36.69,Medium,Gazipur
Gopalganj,2010s,3,169,Category 2,35.6,6,66.67,0.6,1,23.02,89.83,42.35917897743101,0.2727272727272727,0.6266666666666667,0.14461538461538462,0.15000000000000002,0.6667000000000001,0.6,1,0.8473050600665057,0.4705019046080492,47.05,Medium,Gopalganj
Habiganj,2010s,3,95,Tropical Storm,26.5,0,73.52,0.25,0,24.38,91.42,102.01272186613583,0.2727272727272727,0.13333333333333341,0.10461538461538461,0.0,0.7352,0.25,0,0.6322679803095047,0.2508481966323491,25.08,Medium,Habiganj
Jamalpur,2010s,1,107,Tropical Storm,20.9,5,7.86,0.25,0,24.923,89.9501,144.24911964095668,0.09090909090909091,0.21333333333333337,0.07999999999999999,0.125,0.0786,0.25,0,0.48001563791472834,0.16974792742783648,16.97,Low,Jamalpur
Jashore,2010s,3,155,Category 2,9.7,3,22.26,0.6,1,23.17,89.2,85.72746216922243,0.2727272727272727,0.5333333333333334,0.030769230769230764,0.07500000000000001,0.22260000000000002,0.6,1,0.6909725352902906,0.3681317290535046,36.81,Medium,Jashore
Jhalokathi,2010s,4,182,Category 3,43.8,8,53.38,0.9,1,22.64,90.19,9.64399316809603,0.36363636363636365,0.7133333333333334,0.18065934065934064,0.2,0.5338,0.9,1,0.9652356586442328,0.553547921508779,55.35,High,Jhalokathi
Jhenaidah,2010s,1,111,Tropical Storm,30.6,0,9.6,0.25,0,23.55,89.15,99.8654075414815,0.09090909090909091,0.2400000000000001,0.12263736263736263,0.0,0.096,0.25,0,0.6400085465748736,0.1791328226894554,17.91,Low,Jhenaidah
Joypurhat,2010s,1,119,Category 1,18.7,3,31.34,0.25,0,25.1,89.02,210.057332512968,0.09090909090909091,0.29333333333333333,0.07032967032967033,0.07500000000000001,0.3134,0.25,0,0.24279241135086438,0.17255505532090062,17.26,Low,Joypurhat
Khagrachhari,2010s,6,124,Category 1,18.1,1,53.79,0.5,0,23.1,91.98,44.09217167729194,0.5454545454545454,0.32666666666666677,0.06769230769230769,0.025,0.5379,0.5,0,0.8410580264223588,0.3576178306142639,35.76,Medium,Khagrachhari
Khulna,2010s,5,166,Category 2,21.0,9,29.03,0.9,1,22.8167,89.55,51.72991900542131,0.4545454545454546,0.6066666666666667,0.08043956043956044,0.225,0.2903,0.9,1,0.8135257324154967,0.500380325489302,50.04,High,Khulna
Kishoreganj,2010s,0,119,Category 1,40.7,2,11.11,0.25,0,24.44,90.77,83.86147523844551,0.0,0.29333333333333333,0.16703296703296705,0.05,0.11109999999999999,0.25,0,0.6976989820531865,0.1949348432602637,19.49,Low,Kishoreganj
Kurigram,2010s,3,99,Tropical Storm,12.3,0,27.83,0.25,0,25.81,89.65,252.48924287170357,0.2727272727272727,0.16000000000000003,0.0421978021978022,0.0,0.2783,0.25,0,0.08983529178670502,0.14555229041743176,14.56,Low,Kurigram
Kushtia,2010s,0,110,Tropical Storm,29.8,1,21.09,0.25,0,23.9,89.12,114.10660835052775,0.0,0.2333333333333334,0.11912087912087913,0.025,0.2109,0.25,0,0.5886723461429257,0.17407536648242444,17.41,Low,Kushtia
Lakshmipur,2010s,7,189,Category 3,63.3,4,35.17,0.9,1,22.95,90.83,4.291181844699926,0.6363636363636364,0.76,0.2663736263736264,0.1,0.3517,0.9,1,0.984531292394282,0.5830337186500176,58.3,High,Lakshmipur
Lalmonirhat,2010s,0,117,Tropical Storm,7.0,5,13.66,0.25,0,25.92,89.45,265.3815664489971,0.0,0.28,0.018901098901098902,0.125,0.1366,0.25,0,0.043361478512683016,0.11908131268643314,11.91,Low,Lalmonirhat
Madaripur,2010s,5,159,Category 2,41.4,1,54.09,0.6,1,23.17,90.19,15.313143071993538,0.4545454545454546,0.56,0.17010989010989008,0.025,0.5409,0.6,1,0.9447996982468222,0.47001827152298387,47.0,Medium,Madaripur
Magura,2010s,1,84,Tropical Storm,15.9,2,32.24,0.25,0,23.49,89.42,71.50195544167823,0.09090909090909091,0.06000000000000005,0.058021978021978025,0.05,0.3224,0.25,0,0.7422521622264786,0.1828048765623082,18.28,Low,Magura
Manikganj,2010s,2,106,Tropical Storm,18.8,6,25.15,0.25,0,23.86,90.0,38.02478568555899,0.18181818181818182,0.20666666666666667,0.07076923076923078,0.15000000000000002,0.2515,0.25,0,0.862929534839805,0.2403310653720924,24.03,Low,Manikganj
Meherpur,2010s,2,91,Tropical Storm,6.1,1,45.03,0.25,0,23.77,88.63,148.09670694639158,0.18181818181818182,0.10666666666666669,0.014945054945054943,0.025,0.45030000000000003,0.25,0,0.4661459849451728,0.1784090840090028,17.84,Low,Meherpur
Moulvibazar,2010s,5,108,Tropical Storm,26.0,1,25.46,0.25,0,24.48,91.77,137.64502113539567,0.4545454545454546,0.22000000000000008,0.10241758241758242,0.025,0.2546,0.25,0,0.5038218695028995,0.23363664249474553,23.36,Low,Moulvibazar
Munshiganj,2010s,2,150,Category 1,28.8,1,44.64,0.6,1,23.54,90.53,0.0,0.18181818181818182,0.5,0.11472527472527472,0.025,0.4464,0.6,1,1.0,0.4078715184815185,40.79,Medium,Munshiganj
Mymensingh,2010s,1,118,Tropical Storm,8.6,0,29.25,0.25,0,24.7434,90.3984,114.21111300471469,0.09090909090909091,0.28666666666666674,0.025934065934065935,0.0,0.2925,0.25,0,0.5882956312896387,0.1861060366554374,18.61,Low,Mymensingh
Naogaon,2010s,1,106,Tropical Storm,19.3,0,11.07,0.25,0,24.81,88.94,189.27093647553838,0.09090909090909091,0.20666666666666667,0.07296703296703297,0.0,0.1107,0.25,0,0.31772251082376113,0.13592366966379468,13.59,Low,Naogaon
Narail,2010s,2,117,Tropical Storm,5.0,3,21.55,0.25,0,23.18,89.5,70.05451022845219,0.18181818181818182,0.28,0.010109890109890107,0.07500000000000001,0.2155,0.25,0,0.7474698639200911,0.2158361971812199,21.58,Low,Narail
Narayanganj,2010s,3,172,Category 2,12.1,4,25.88,0.6,1,23.6226,90.501,3.3828178991013105,0.2727272727272727,0.6466666666666667,0.04131868131868131,0.1,0.2588,0.6,1,0.9878057321133529,0.42376746631822837,42.38,Medium,Narayanganj
Narsingdi,2010s,2,113,Tropical Storm,8.4,1,3.39,0.25,0,23.9207,90.7188,26.18641527044252,0.18181818181818182,0.2533333333333334,0.025054945054945058,0.025,0.0339,0.25,0,0.9056040932964216,0.2042313783606112,20.42,Low,Narsingdi
Natore,2010s,3,118,Tropical Storm,16.1,0,22.32,0.25,0,24.42,89.0,155.1596382078644,0.2727272727272727,0.28666666666666674,0.05890109890109891,0.0,0.2232,0.25,0,0.4406857685113368,0.19663283259538944,19.66,Low,Natore
Netrokona,2010s,0,102,Tropical Storm,33.5,1,68.55,0.25,0,24.88,90.73,128.35689341795188,0.0,0.18000000000000005,0.13538461538461538,0.025,0.6855,0.25,0,0.5373033990827185,0.21083803221596417,21.08,Low,Netrokona
Nilphamari,2010s,2,110,Tropical Storm,9.4,1,26.31,0.25,0,25.95,88.85,294.2392506393151,0.18181818181818182,0.2333333333333334,0.02945054945054945,0.025,0.2631,0.25,0,0.0,0.1342503096903097,13.43,Low,Nilphamari
Noakhali,2010s,2,178,Category 3,71.5,2,37.76,0.9,1,22.82,91.1,3.4856477682025,0.18181818181818182,0.6866666666666668,0.30241758241758243,0.05,0.3776,0.9,1,0.9874350544688655,0.5046388700822513,50.46,High,Noakhali
Pabna,2010s,2,104,Tropical Storm,9.2,1,48.67,0.25,0,24.0064,89.2493,104.88417821369146,0.18181818181818182,0.19333333333333336,0.028571428571428567,0.025,0.4867,0.25,0,0.6219170512996373,0.21267014668840528,21.27,Low,Pabna
Panchagarh,2010s,0,121,Category 1,8.3,1,16.94,0.25,0,26.33,88.56,344.84409227917126,0.0,0.30666666666666675,0.024615384615384615,0.025,0.16940000000000002,0.25,0,0.0,0.10788230769230772,10.79,Low,Panchagarh
Patuakhali,2010s,6,199,Category 3,26.3,6,33.26,0.9,1,22.35,90.3,2.1604315335758786,0.5454545454545454,0.8266666666666667,0.10373626373626374,0.15000000000000002,0.3326,0.9,1,0.9922121492622518,0.5613598363048465,56.14,High,Patuakhali
Pirojpur,2010s,0,194,Category 3,30.8,0,39.32,0.9,1,22.58,89.98,2.5668801960927214,0.0,0.7933333333333334,0.1235164835164835,0.0,0.3932,0.9,1,0.9907469968299507,0.4609221722104676,46.09,Medium,Pirojpur
Rajbari,2010s,4,147,Category 1,22.3,6,30.32,0.6,1,23.72,89.65,53.227720010614995,0.36363636363636365,0.4800000000000001,0.08615384615384616,0.15000000000000002,0.3032,0.6,1,0.808126509861107,0.4131011824546422,41.31,Medium,Rajbari
Rajshahi,2010s,0,133,Category 1,18.5,4,29.14,0.25,0,24.3745,88.6042,191.61681259532386,0.0,0.3866666666666667,0.06945054945054946,0.1,0.2914,0.25,0,0.3092661756952424,0.18098419998710666,18.1,Low,Rajshahi
Rangamati,2010s,5,153,Category 1,75.1,0,23.2,0.5,0,22.65,92.17,23.00520212531517,0.4545454545454546,0.52,0.3182417582417582,0.0,0.23199999999999998,0.5,0,0.9170716231644975,0.3838252442345317,38.38,Medium,Rangamati
Rangpur,2010s,2,93,Tropical Storm,15.2,1,10.66,0.25,0,25.7449,89.2756,254.71903611590815,0.18181818181818182,0.12,0.05494505494505494,0.025,0.1066,0.25,0,0.08179740829351134,0.11360422634383666,11.36,Low,Rangpur
Satkhira,2010s,5,225,Category 4,56.4,2,33.22,0.9,1,22.7234,89.0751,49.7815374736277,0.4545454545454546,1.0,0.23604395604395603,0.05,0.3322,0.9,1,0.8205491924576112,0.5613633308341727,56.14,High,Satkhira
Shariatpur,2010s,3,158,Category 2,12.1,3,21.93,0.6,1,23.22,90.35,5.633963162020451,0.2727272727272727,0.5533333333333335,0.04131868131868131,0.07500000000000001,0.2193,0.6,1,0.9796908795831338,0.4012559810652065,40.13,Medium,Shariatpur
Sherpur,2010s,0,106,Tropical Storm,12.1,1,30.74,0.25,0,25.0188,90.0175,152.90685141280642,0.0,0.20666666666666667,0.04131868131868131,0.025,0.3074,0.25,0,0.44880653838125384,0.1540684560359276,15.41,Low,Sherpur
Sirajganj,2010s,2,120,Category 1,3.5,6,46.49,0.25,0,24.45,89.71,110.26885916963853,0.18181818181818182,0.30000000000000004,0.0035164835164835165,0.15000000000000002,0.46490000000000004,0.25,0,0.6025065349728822,0.23954085329748803,23.95,Low,Sirajganj
Sunamganj,2010s,1,114,Tropical Storm,12.7,2,60.68,0.25,0,25.07,91.4,162.64771424666645,0.09090909090909091,0.26,0.04395604395604395,0.05,0.6068,0.25,0,0.413693004520998,0.20627907068187004,20.63,Low,Sunamganj
Sylhet,2010s,3,108,Tropical Storm,16.1,1,18.96,0.25,0,24.899,91.872,179.82763831127104,0.2727272727272727,0.22000000000000008,0.05890109890109891,0.025,0.18960000000000002,0.25,0,0.3517633935976021,0.17813059510401597,17.81,Low,Sylhet
Tangail,2010s,0,125,Category 1,5.2,3,10.22,0.25,0,24.25,89.9167,81.09414336217502,0.0,0.33333333333333337,0.010989010989010988,0.07500000000000001,0.10220000000000001,0.25,0,0.7076745666802706,0.18138580831637874,18.14,Low,Tangail
Thakurgaon,2010s,2,108,Tropical Storm,25.1,2,23.03,0.25,0,26.02,88.46,323.338542995847,0.18181818181818182,0.22000000000000008,0.09846153846153846,0.05,0.2303,0.25,0,0.0,0.14307195804195805,14.31,Low,Thakurgaon
Bagerhat,2020s,3,189,Category 3,19.2,2,54.85,0.9,1,22.65,89.7667,18.216448569713435,0.2727272727272727,0.76,0.07252747252747252,0.05,0.5485,0.9,1,0.9343339604944657,0.5065716078376584,50.66,High,Bagerhat
Bandarban,2020s,2,139,Category 1,21.0,0,32.45,0.5,0,22.194,92.218,23.505749307476048,0.18181818181818182,0.42666666666666675,0.08043956043956044,0.0,0.3245,0.5,0,0.9152672675617919,0.30231538809484054,30.23,Medium,Bandarban
Barguna,2020s,6,183,Category 3,53.1,1,48.92,0.9,1,22.15,90.13,0.9261178150548535,0.5454545454545454,0.72,0.22153846153846155,0.025,0.4892,0.9,1,0.9966615617310126,0.5603851072220523,56.04,High,Barguna
Barishal,2020s,3,185,Category 3,41.5,1,53.65,0.9,1,22.7,90.37,0.899381680381425,0.2727272727272727,0.7333333333333334,0.17054945054945053,0.025,0.5365,0.9,1,0.9967579392476824,0.5185673024162768,51.86,High,Barishal
Bhola,2020s,5,185,Category 3,11.1,5,48.93,0.9,1,22.69,90.65,0.0,0.4545454545454546,0.7333333333333334,0.03692307692307692,0.125,0.4893,0.9,1,1.0,0.5364002797202797,53.64,High,Bhola
